id,date,time,name,size,type,price,Discount
2015-001714,,0 days 19:34:31,pep_msh_pep,L,classic,17.5,1.75
2015-001715,,0 days 19:36:45,hawaiian,L,classic,16.5,1.6500000000000001
2015-001715,,0 days 19:36:45,five_cheese,L,veggie,18.5,1.85
2015-001715,,0 days 19:36:45,veggie_veg,S,veggie,12.0,1.2000000000000002
2015-001715,,0 days 19:36:45,pepperoni,L,classic,15.25,1.5250000000000001
2015-001716,,0 days 20:05:12,pep_msh_pep,L,classic,17.5,1.75
2015-001716,,0 days 20:05:12,pepperoni,L,classic,15.25,1.5250000000000001
2015-001717,,0 days 20:15:35,five_cheese,L,veggie,18.5,1.85
2015-001718,,0 days 20:15:51,prsc_argla,S,supreme,12.5,1.25
2015-001718,,0 days 20:15:51,spicy_ital,L,supreme,20.75,2.075
2015-001718,,0 days 20:15:51,cali_ckn,S,chicken,12.75,1.2750000000000001
2015-001718,,0 days 20:15:51,spin_pesto,S,veggie,12.5,1.25
2015-001719,,0 days 20:23:41,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-001720,,0 days 20:37:53,mexicana,L,veggie,20.25,2.025
2015-001720,,0 days 20:37:53,the_greek,S,classic,12.0,1.2000000000000002
2015-001721,,0 days 20:38:52,thai_ckn,L,chicken,20.75,2.075
2015-001721,,0 days 20:38:52,bbq_ckn,M,chicken,16.75,1.675
2015-001722,,0 days 20:41:46,ckn_pesto,L,chicken,20.75,2.075
2015-001723,,0 days 20:50:55,brie_carre,S,supreme,23.65,2.3649999999999998
2015-001724,,0 days 21:04:42,spicy_ital,S,supreme,12.5,1.25
2015-001725,,0 days 21:27:53,spin_pesto,L,veggie,20.75,2.075
2015-001725,,0 days 21:27:53,hawaiian,M,classic,13.25,1.3250000000000002
2015-001726,,0 days 22:44:10,pep_msh_pep,L,classic,17.5,1.75
2015-001726,,0 days 22:44:10,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001727,,0 days 11:25:25,thai_ckn,L,chicken,20.75,2.075
2015-001727,,0 days 11:25:25,pepperoni,M,classic,12.5,1.25
2015-001728,,0 days 11:30:32,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-001728,,0 days 11:30:32,mexicana,M,veggie,16.0,1.6
2015-001729,,0 days 11:37:42,classic_dlx,M,classic,16.0,1.6
2015-001730,,0 days 11:39:14,ital_supr,L,supreme,20.75,2.075
2015-001730,,0 days 11:39:14,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-001730,,0 days 11:39:14,hawaiian,S,classic,10.5,1.05
2015-001731,,0 days 12:17:29,sicilian,S,supreme,12.25,1.225
2015-001732,,0 days 12:20:46,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-001732,,0 days 12:20:46,bbq_ckn,L,chicken,20.75,2.075
2015-001732,,0 days 12:20:46,big_meat,S,classic,12.0,1.2000000000000002
2015-001733,,0 days 12:26:56,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001734,,0 days 12:36:42,thai_ckn,S,chicken,12.75,1.2750000000000001
2015-001734,,0 days 12:36:42,cali_ckn,L,chicken,20.75,2.075
2015-001734,,0 days 12:36:42,spicy_ital,S,supreme,12.5,1.25
2015-001734,,0 days 12:36:42,four_cheese,L,veggie,17.95,1.795
2015-001734,,0 days 12:36:42,big_meat,S,classic,12.0,1.2000000000000002
2015-001734,,0 days 12:36:42,sicilian,L,supreme,20.25,2.025
2015-001734,,0 days 12:36:42,ckn_alfredo,S,chicken,12.75,1.2750000000000001
2015-001734,,0 days 12:36:42,bbq_ckn,L,chicken,20.75,2.075
2015-001734,,0 days 12:36:42,ital_supr,L,supreme,20.75,2.075
2015-001734,,0 days 12:36:42,ckn_pesto,S,chicken,12.75,1.2750000000000001
2015-001734,,0 days 12:36:42,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001734,,0 days 12:36:42,thai_ckn,L,chicken,20.75,2.075
2015-001734,,0 days 12:36:42,mexicana,L,veggie,20.25,2.025
2015-001735,,0 days 12:59:38,cali_ckn,M,chicken,16.75,1.675
2015-001736,,0 days 13:34:18,pepperoni,M,classic,12.5,1.25
2015-001737,,0 days 13:41:21,ckn_pesto,M,chicken,16.75,1.675
2015-001737,,0 days 13:41:21,calabrese,M,supreme,16.25,1.625
2015-001737,,0 days 13:41:21,ckn_alfredo,M,chicken,16.75,1.675
2015-001738,,0 days 13:46:49,hawaiian,S,classic,10.5,1.05
2015-001738,,0 days 13:46:49,ital_veggie,M,veggie,16.75,1.675
2015-001738,,0 days 13:46:49,bbq_ckn,M,chicken,16.75,1.675
2015-001738,,0 days 13:46:49,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001739,,0 days 13:49:56,bbq_ckn,L,chicken,20.75,2.075
2015-001739,,0 days 13:49:56,bbq_ckn,S,chicken,12.75,1.2750000000000001
2015-001740,,0 days 14:14:17,ckn_alfredo,M,chicken,16.75,1.675
2015-001741,,0 days 14:19:34,sicilian,S,supreme,12.25,1.225
2015-001742,,0 days 14:23:30,five_cheese,L,veggie,18.5,1.85
2015-001743,,0 days 14:25:35,soppressata,S,supreme,12.5,1.25
2015-001744,,0 days 14:26:51,classic_dlx,M,classic,16.0,1.6
2015-001744,,0 days 14:26:51,peppr_salami,L,supreme,20.75,2.075
2015-001744,,0 days 14:26:51,bbq_ckn,M,chicken,16.75,1.675
2015-001745,,0 days 14:43:16,spinach_supr,S,supreme,12.5,1.25
2015-001745,,0 days 14:43:16,green_garden,S,veggie,12.0,1.2000000000000002
2015-001745,,0 days 14:43:16,classic_dlx,L,classic,20.5,2.0500000000000003
2015-001745,,0 days 14:43:16,brie_carre,S,supreme,23.65,2.3649999999999998
2015-001746,,0 days 15:07:16,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001747,,0 days 15:17:51,the_greek,XL,classic,25.5,2.5500000000000003
2015-001747,,0 days 15:17:51,pepperoni,M,classic,12.5,1.25
2015-001748,,0 days 15:32:57,cali_ckn,S,chicken,12.75,1.2750000000000001
2015-001749,,0 days 16:02:56,spin_pesto,S,veggie,12.5,1.25
2015-001749,,0 days 16:02:56,spinach_supr,S,supreme,12.5,1.25
2015-001749,,0 days 16:02:56,the_greek,XL,classic,25.5,2.5500000000000003
2015-001750,,0 days 16:12:42,bbq_ckn,L,chicken,20.75,2.075
2015-001750,,0 days 16:12:42,mediterraneo,M,veggie,16.0,1.6
2015-001751,,0 days 16:49:58,cali_ckn,M,chicken,16.75,1.675
2015-001751,,0 days 16:49:58,four_cheese,M,veggie,14.75,1.475
2015-001752,,0 days 16:51:01,ital_veggie,M,veggie,16.75,1.675
2015-001752,,0 days 16:51:01,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-001753,,0 days 16:53:40,cali_ckn,L,chicken,20.75,2.075
2015-001753,,0 days 16:53:40,spinach_supr,S,supreme,12.5,1.25
2015-001754,,0 days 17:11:32,ckn_alfredo,M,chicken,16.75,1.675
2015-001754,,0 days 17:11:32,bbq_ckn,M,chicken,16.75,1.675
2015-001754,,0 days 17:11:32,southw_ckn,L,chicken,20.75,2.075
2015-001754,,0 days 17:11:32,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001755,,0 days 17:22:31,hawaiian,S,classic,10.5,1.05
2015-001755,,0 days 17:22:31,the_greek,L,classic,20.5,2.0500000000000003
2015-001756,,0 days 17:30:17,mediterraneo,S,veggie,12.0,1.2000000000000002
2015-001757,,0 days 17:32:30,classic_dlx,M,classic,16.0,1.6
2015-001757,,0 days 17:32:30,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001758,,0 days 17:38:25,southw_ckn,M,chicken,16.75,1.675
2015-001758,,0 days 17:38:25,veggie_veg,S,veggie,12.0,1.2000000000000002
2015-001759,,0 days 17:49:25,spinach_fet,M,veggie,16.0,1.6
2015-001759,,0 days 17:49:25,ital_supr,L,supreme,20.75,2.075
2015-001759,,0 days 17:49:25,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-001759,,0 days 17:49:25,mexicana,L,veggie,20.25,2.025
2015-001760,,0 days 18:00:46,green_garden,S,veggie,12.0,1.2000000000000002
2015-001761,,0 days 18:02:30,classic_dlx,M,classic,16.0,1.6
2015-001762,,0 days 18:14:18,ital_cpcllo,M,classic,16.0,1.6
2015-001763,,0 days 18:24:28,four_cheese,L,veggie,17.95,1.795
2015-001764,,0 days 18:24:57,spin_pesto,S,veggie,12.5,1.25
2015-001764,,0 days 18:24:57,soppressata,L,supreme,20.75,2.075
2015-001764,,0 days 18:24:57,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001765,,0 days 18:32:30,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001765,,0 days 18:32:30,mexicana,L,veggie,20.25,2.025
2015-001766,,0 days 18:50:13,mexicana,M,veggie,16.0,1.6
2015-001767,,0 days 19:03:49,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001767,,0 days 19:03:49,cali_ckn,M,chicken,16.75,1.675
2015-001767,,0 days 19:03:49,five_cheese,L,veggie,18.5,1.85
2015-001767,,0 days 19:03:49,classic_dlx,M,classic,16.0,1.6
2015-001768,,0 days 19:28:42,ckn_alfredo,L,chicken,20.75,2.075
2015-001769,,0 days 19:28:51,hawaiian,M,classic,13.25,1.3250000000000002
2015-001769,,0 days 19:28:51,prsc_argla,L,supreme,20.75,2.075
2015-001770,,0 days 19:31:17,ckn_alfredo,M,chicken,16.75,1.675
2015-001771,,0 days 19:46:17,classic_dlx,M,classic,16.0,1.6
2015-001771,,0 days 19:46:17,spinach_fet,M,veggie,16.0,1.6
2015-001772,,0 days 19:57:11,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001773,,0 days 20:06:40,spinach_supr,S,supreme,12.5,1.25
2015-001773,,0 days 20:06:40,big_meat,S,classic,12.0,1.2000000000000002
2015-001773,,0 days 20:06:40,thai_ckn,S,chicken,12.75,1.2750000000000001
2015-001773,,0 days 20:06:40,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001774,,0 days 20:07:05,prsc_argla,L,supreme,20.75,2.075
2015-001775,,0 days 20:07:17,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-001776,,0 days 20:09:16,four_cheese,M,veggie,14.75,1.475
2015-001776,,0 days 20:09:16,thai_ckn,M,chicken,16.75,1.675
2015-001776,,0 days 20:09:16,spin_pesto,S,veggie,12.5,1.25
2015-001777,,0 days 20:11:18,sicilian,L,supreme,20.25,2.025
2015-001778,,0 days 20:26:02,hawaiian,S,classic,10.5,1.05
2015-001779,,0 days 20:27:12,calabrese,M,supreme,16.25,1.625
2015-001780,,0 days 20:54:47,peppr_salami,L,supreme,20.75,2.075
2015-001781,,0 days 21:05:03,calabrese,L,supreme,20.25,2.025
2015-001781,,0 days 21:05:03,bbq_ckn,L,chicken,20.75,2.075
2015-001782,,0 days 21:05:29,bbq_ckn,M,chicken,16.75,1.675
2015-001782,,0 days 21:05:29,napolitana,M,classic,16.0,1.6
2015-001783,,0 days 21:05:39,four_cheese,M,veggie,14.75,1.475
2015-001784,,0 days 21:06:05,ital_veggie,L,veggie,21.0,2.1
2015-001784,,0 days 21:06:05,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-001784,,0 days 21:06:05,classic_dlx,M,classic,16.0,1.6
2015-001784,,0 days 21:06:05,four_cheese,M,veggie,14.75,1.475
2015-001785,,0 days 21:08:02,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001785,,0 days 21:08:02,five_cheese,L,veggie,18.5,1.85
2015-001786,,0 days 21:20:25,the_greek,L,classic,20.5,2.0500000000000003
2015-001786,,0 days 21:20:25,cali_ckn,L,chicken,20.75,2.075
2015-001787,,0 days 21:25:54,veggie_veg,S,veggie,12.0,1.2000000000000002
2015-001787,,0 days 21:25:54,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001787,,0 days 21:25:54,pepperoni,L,classic,15.25,1.5250000000000001
2015-001788,,0 days 21:35:08,spinach_supr,L,supreme,20.75,2.075
2015-001788,,0 days 21:35:08,peppr_salami,L,supreme,20.75,2.075
2015-001789,,0 days 21:49:27,spinach_supr,S,supreme,12.5,1.25
2015-001789,,0 days 21:49:27,sicilian,L,supreme,20.25,2.025
2015-001789,,0 days 21:49:27,four_cheese,M,veggie,14.75,1.475
2015-001790,,0 days 22:07:03,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-001791,,0 days 22:46:02,thai_ckn,L,chicken,20.75,2.075
2015-001791,,0 days 22:46:02,four_cheese,M,veggie,14.75,1.475
2015-001791,,0 days 22:46:02,cali_ckn,M,chicken,16.75,1.675
2015-001791,,0 days 22:46:02,pep_msh_pep,L,classic,17.5,1.75
2015-001792,,0 days 11:31:03,the_greek,XL,classic,25.5,2.5500000000000003
2015-001792,,0 days 11:31:03,spinach_supr,S,supreme,12.5,1.25
2015-001792,,0 days 11:31:03,mexicana,M,veggie,16.0,1.6
2015-001793,,0 days 11:44:04,four_cheese,M,veggie,14.75,1.475
2015-001793,,0 days 11:44:04,veggie_veg,M,veggie,16.0,1.6
2015-001793,,0 days 11:44:04,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-001794,,0 days 11:56:54,cali_ckn,L,chicken,20.75,2.075
2015-001795,,0 days 13:21:53,bbq_ckn,L,chicken,20.75,2.075
2015-001795,,0 days 13:21:53,mexicana,L,veggie,20.25,2.025
2015-001795,,0 days 13:21:53,bbq_ckn,M,chicken,16.75,1.675
2015-001795,,0 days 13:21:53,classic_dlx,S,classic,12.0,1.2000000000000002
2015-001795,,0 days 13:21:53,soppressata,S,supreme,12.5,1.25
2015-001795,,0 days 13:21:53,sicilian,S,supreme,12.25,1.225
2015-001795,,0 days 13:21:53,four_cheese,L,veggie,17.95,1.795
2015-001795,,0 days 13:21:53,spicy_ital,L,supreme,20.75,2.075
2015-001795,,0 days 13:21:53,ckn_pesto,M,chicken,16.75,1.675
2015-001795,,0 days 13:21:53,calabrese,L,supreme,20.25,2.025
2015-001795,,0 days 13:21:53,mexicana,L,veggie,20.25,2.025
2015-001795,,0 days 13:21:53,spicy_ital,S,supreme,12.5,1.25
2015-001796,,0 days 13:31:47,four_cheese,L,veggie,17.95,1.795
2015-001796,,0 days 13:31:47,napolitana,L,classic,20.5,2.0500000000000003
2015-001796,,0 days 13:31:47,cali_ckn,M,chicken,16.75,1.675
2015-001796,,0 days 13:31:47,soppressata,M,supreme,16.5,1.6500000000000001
2015-001796,,0 days 13:31:47,ital_cpcllo,S,classic,12.0,1.2000000000000002
2015-001796,,0 days 13:31:47,peppr_salami,L,supreme,20.75,2.075
2015-001797,,0 days 13:40:00,napolitana,L,classic,20.5,2.0500000000000003
2015-001797,,0 days 13:40:00,thai_ckn,M,chicken,16.75,1.675
2015-001798,,0 days 14:03:30,ckn_pesto,L,chicken,20.75,2.075
2015-001799,,0 days 14:07:32,peppr_salami,S,supreme,12.5,1.25
2015-001800,,0 days 14:17:39,spinach_supr,M,supreme,16.5,1.6500000000000001
2015-001801,,0 days 14:37:52,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001801,,0 days 14:37:52,the_greek,XL,classic,25.5,2.5500000000000003
2015-001801,,0 days 14:37:52,cali_ckn,L,chicken,20.75,2.075
2015-001801,,0 days 14:37:52,ital_cpcllo,S,classic,12.0,1.2000000000000002
2015-001801,,0 days 14:37:52,sicilian,S,supreme,12.25,1.225
2015-001802,,0 days 14:55:20,veggie_veg,L,veggie,20.25,2.025
2015-001802,,0 days 14:55:20,thai_ckn,M,chicken,16.75,1.675
2015-001802,,0 days 14:55:20,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001802,,0 days 14:55:20,brie_carre,S,supreme,23.65,2.3649999999999998
2015-001803,,0 days 15:12:38,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001803,,0 days 15:12:38,ital_veggie,M,veggie,16.75,1.675
2015-001803,,0 days 15:12:38,veggie_veg,M,veggie,16.0,1.6
2015-001804,,0 days 15:44:13,four_cheese,M,veggie,14.75,1.475
2015-001804,,0 days 15:44:13,calabrese,M,supreme,16.25,1.625
2015-001805,,0 days 16:01:42,spinach_supr,L,supreme,20.75,2.075
2015-001805,,0 days 16:01:42,hawaiian,S,classic,10.5,1.05
2015-001806,,0 days 16:02:17,pepperoni,M,classic,12.5,1.25
2015-001806,,0 days 16:02:17,hawaiian,L,classic,16.5,1.6500000000000001
2015-001806,,0 days 16:02:17,napolitana,S,classic,12.0,1.2000000000000002
2015-001807,,0 days 16:07:02,spinach_fet,L,veggie,20.25,2.025
2015-001807,,0 days 16:07:02,green_garden,M,veggie,16.0,1.6
2015-001807,,0 days 16:07:02,big_meat,S,classic,12.0,1.2000000000000002
2015-001807,,0 days 16:07:02,spinach_fet,L,veggie,20.25,2.025
2015-001808,,0 days 16:07:49,big_meat,S,classic,12.0,1.2000000000000002
2015-001808,,0 days 16:07:49,veggie_veg,M,veggie,16.0,1.6
2015-001809,,0 days 16:13:08,sicilian,M,supreme,16.25,1.625
2015-001809,,0 days 16:13:08,five_cheese,L,veggie,18.5,1.85
2015-001810,,0 days 16:16:19,classic_dlx,M,classic,16.0,1.6
2015-001811,,0 days 16:23:44,green_garden,S,veggie,12.0,1.2000000000000002
2015-001811,,0 days 16:23:44,hawaiian,S,classic,10.5,1.05
2015-001811,,0 days 16:23:44,peppr_salami,S,supreme,12.5,1.25
2015-001812,,0 days 17:13:55,classic_dlx,M,classic,16.0,1.6
2015-001812,,0 days 17:13:55,veggie_veg,L,veggie,20.25,2.025
2015-001813,,0 days 17:21:03,veggie_veg,L,veggie,20.25,2.025
2015-001813,,0 days 17:21:03,five_cheese,L,veggie,18.5,1.85
2015-001814,,0 days 17:24:47,big_meat,S,classic,12.0,1.2000000000000002
2015-001814,,0 days 17:24:47,ckn_alfredo,M,chicken,16.75,1.675
2015-001814,,0 days 17:24:47,sicilian,S,supreme,12.25,1.225
2015-001815,,0 days 17:33:56,hawaiian,S,classic,10.5,1.05
2015-001815,,0 days 17:33:56,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001815,,0 days 17:33:56,big_meat,S,classic,12.0,1.2000000000000002
2015-001816,,0 days 17:59:29,four_cheese,L,veggie,17.95,1.795
2015-001816,,0 days 17:59:29,hawaiian,M,classic,13.25,1.3250000000000002
2015-001816,,0 days 17:59:29,spicy_ital,M,supreme,16.5,1.6500000000000001
2015-001817,,0 days 18:05:04,sicilian,M,supreme,16.25,1.625
2015-001817,,0 days 18:05:04,big_meat,S,classic,12.0,1.2000000000000002
2015-001817,,0 days 18:05:04,peppr_salami,L,supreme,20.75,2.075
2015-001818,,0 days 18:05:33,sicilian,S,supreme,12.25,1.225
2015-001818,,0 days 18:05:33,napolitana,L,classic,20.5,2.0500000000000003
2015-001819,,0 days 18:06:26,pepperoni,M,classic,12.5,1.25
2015-001819,,0 days 18:06:26,veggie_veg,M,veggie,16.0,1.6
2015-001819,,0 days 18:06:26,bbq_ckn,M,chicken,16.75,1.675
2015-001820,,0 days 18:13:57,four_cheese,L,veggie,17.95,1.795
2015-001820,,0 days 18:13:57,cali_ckn,S,chicken,12.75,1.2750000000000001
2015-001820,,0 days 18:13:57,napolitana,M,classic,16.0,1.6
2015-001821,,0 days 18:14:53,spinach_fet,L,veggie,20.25,2.025
2015-001821,,0 days 18:14:53,ckn_alfredo,M,chicken,16.75,1.675
2015-001822,,0 days 18:17:53,calabrese,M,supreme,16.25,1.625
2015-001822,,0 days 18:17:53,ital_supr,L,supreme,20.75,2.075
2015-001823,,0 days 18:19:33,cali_ckn,M,chicken,16.75,1.675
2015-001824,,0 days 18:20:38,southw_ckn,M,chicken,16.75,1.675
2015-001824,,0 days 18:20:38,big_meat,S,classic,12.0,1.2000000000000002
2015-001825,,0 days 18:22:51,five_cheese,L,veggie,18.5,1.85
2015-001825,,0 days 18:22:51,sicilian,L,supreme,20.25,2.025
2015-001825,,0 days 18:22:51,classic_dlx,L,classic,20.5,2.0500000000000003
2015-001826,,0 days 18:33:05,the_greek,M,classic,16.0,1.6
2015-001826,,0 days 18:33:05,four_cheese,L,veggie,17.95,1.795
2015-001826,,0 days 18:33:05,prsc_argla,L,supreme,20.75,2.075
2015-001826,,0 days 18:33:05,prsc_argla,S,supreme,12.5,1.25
2015-001827,,0 days 18:56:22,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001827,,0 days 18:56:22,mexicana,M,veggie,16.0,1.6
2015-001827,,0 days 18:56:22,soppressata,S,supreme,12.5,1.25
2015-001828,,0 days 19:12:25,thai_ckn,L,chicken,20.75,2.075
2015-001828,,0 days 19:12:25,spinach_supr,S,supreme,12.5,1.25
2015-001828,,0 days 19:12:25,pepperoni,S,classic,9.75,0.9750000000000001
2015-001829,,0 days 19:15:50,thai_ckn,L,chicken,20.75,2.075
2015-001829,,0 days 19:15:50,pep_msh_pep,L,classic,17.5,1.75
2015-001829,,0 days 19:15:50,the_greek,L,classic,20.5,2.0500000000000003
2015-001829,,0 days 19:15:50,cali_ckn,L,chicken,20.75,2.075
2015-001830,,0 days 19:23:54,sicilian,L,supreme,20.25,2.025
2015-001831,,0 days 20:02:14,sicilian,L,supreme,20.25,2.025
2015-001832,,0 days 20:08:22,napolitana,L,classic,20.5,2.0500000000000003
2015-001833,,0 days 20:11:10,cali_ckn,L,chicken,20.75,2.075
2015-001833,,0 days 20:11:10,mexicana,M,veggie,16.0,1.6
2015-001834,,0 days 20:26:06,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001834,,0 days 20:26:06,prsc_argla,M,supreme,16.5,1.6500000000000001
2015-001835,,0 days 20:28:11,hawaiian,M,classic,13.25,1.3250000000000002
2015-001835,,0 days 20:28:11,pep_msh_pep,L,classic,17.5,1.75
2015-001835,,0 days 20:28:11,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001835,,0 days 20:28:11,cali_ckn,M,chicken,16.75,1.675
2015-001836,,0 days 20:46:18,veggie_veg,S,veggie,12.0,1.2000000000000002
2015-001837,,0 days 20:56:35,mediterraneo,M,veggie,16.0,1.6
2015-001837,,0 days 20:56:35,bbq_ckn,M,chicken,16.75,1.675
2015-001837,,0 days 20:56:35,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001837,,0 days 20:56:35,veggie_veg,L,veggie,20.25,2.025
2015-001838,,0 days 20:56:38,southw_ckn,L,chicken,20.75,2.075
2015-001838,,0 days 20:56:38,ital_cpcllo,L,classic,20.5,2.0500000000000003
2015-001838,,0 days 20:56:38,four_cheese,L,veggie,17.95,1.795
2015-001839,,0 days 20:58:38,spicy_ital,L,supreme,20.75,2.075
2015-001840,,0 days 21:01:00,classic_dlx,M,classic,16.0,1.6
2015-001840,,0 days 21:01:00,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001840,,0 days 21:01:00,big_meat,S,classic,12.0,1.2000000000000002
2015-001840,,0 days 21:01:00,hawaiian,M,classic,13.25,1.3250000000000002
2015-001841,,0 days 21:01:18,soppressata,M,supreme,16.5,1.6500000000000001
2015-001841,,0 days 21:01:18,spicy_ital,S,supreme,12.5,1.25
2015-001842,,0 days 21:07:17,napolitana,L,classic,20.5,2.0500000000000003
2015-001842,,0 days 21:07:17,pepperoni,M,classic,12.5,1.25
2015-001843,,0 days 21:28:07,pepperoni,L,classic,15.25,1.5250000000000001
2015-001843,,0 days 21:28:07,big_meat,S,classic,12.0,1.2000000000000002
2015-001844,,0 days 22:09:40,pep_msh_pep,M,classic,14.5,1.4500000000000002
2015-001844,,0 days 22:09:40,spinach_supr,S,supreme,12.5,1.25
2015-001845,,0 days 22:43:07,ital_veggie,L,veggie,21.0,2.1
2015-001845,,0 days 22:43:07,soppressata,S,supreme,12.5,1.25
2015-001845,,0 days 22:43:07,peppr_salami,L,supreme,20.75,2.075
2015-001845,,0 days 22:43:07,veggie_veg,M,veggie,16.0,1.6
2015-001846,,0 days 11:32:07,big_meat,S,classic,12.0,1.2000000000000002
2015-001847,,0 days 11:36:27,classic_dlx,M,classic,16.0,1.6
2015-001848,,0 days 11:40:46,classic_dlx,L,classic,20.5,2.0500000000000003
2015-001848,,0 days 11:40:46,ital_cpcllo,M,classic,16.0,1.6
2015-001849,,0 days 11:40:47,four_cheese,L,veggie,17.95,1.795
2015-001849,,0 days 11:40:47,sicilian,S,supreme,12.25,1.225
2015-001849,,0 days 11:40:47,five_cheese,L,veggie,18.5,1.85
2015-001850,,0 days 11:44:12,mexicana,S,veggie,12.0,1.2000000000000002
2015-001850,,0 days 11:44:12,hawaiian,S,classic,10.5,1.05
2015-001851,,0 days 11:49:01,spinach_fet,S,veggie,12.0,1.2000000000000002
2015-001851,,0 days 11:49:01,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-001851,,0 days 11:49:01,ital_veggie,S,veggie,12.75,1.2750000000000001
2015-001851,,0 days 11:49:01,spinach_supr,L,supreme,20.75,2.075
2015-001851,,0 days 11:49:01,spicy_ital,L,supreme,20.75,2.075
2015-001851,,0 days 11:49:01,soppressata,M,supreme,16.5,1.6500000000000001
2015-001851,,0 days 11:49:01,big_meat,S,classic,12.0,1.2000000000000002
2015-001851,,0 days 11:49:01,thai_ckn,L,chicken,20.75,2.075
2015-001851,,0 days 11:49:01,napolitana,M,classic,16.0,1.6
2015-001851,,0 days 11:49:01,classic_dlx,M,classic,16.0,1.6
2015-001851,,0 days 11:49:01,big_meat,S,classic,12.0,1.2000000000000002
2015-001851,,0 days 11:49:01,cali_ckn,L,chicken,20.75,2.075
2015-001851,,0 days 11:49:01,pepperoni,S,classic,9.75,0.9750000000000001
2015-001852,,0 days 11:54:36,calabrese,M,supreme,16.25,1.625
2015-001852,,0 days 11:54:36,four_cheese,L,veggie,17.95,1.795
2015-001853,,0 days 12:12:59,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001853,,0 days 12:12:59,napolitana,M,classic,16.0,1.6
2015-001854,,0 days 12:27:17,big_meat,S,classic,12.0,1.2000000000000002
2015-001855,,0 days 12:28:09,peppr_salami,M,supreme,16.5,1.6500000000000001
2015-001855,,0 days 12:28:09,ckn_pesto,S,chicken,12.75,1.2750000000000001
2015-001855,,0 days 12:28:09,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-001855,,0 days 12:28:09,spinach_fet,M,veggie,16.0,1.6
2015-001856,,0 days 12:32:48,sicilian,M,supreme,16.25,1.625
2015-001857,,0 days 12:34:00,calabrese,L,supreme,20.25,2.025
2015-001858,,0 days 12:43:50,spicy_ital,S,supreme,12.5,1.25
2015-001859,,0 days 13:18:55,peppr_salami,L,supreme,20.75,2.075
2015-001860,,0 days 13:19:52,classic_dlx,L,classic,20.5,2.0500000000000003
2015-001861,,0 days 13:21:23,spin_pesto,L,veggie,20.75,2.075
2015-001862,,0 days 13:27:02,mexicana,L,veggie,20.25,2.025
2015-001862,,0 days 13:27:02,cali_ckn,L,chicken,20.75,2.075
2015-001863,,0 days 13:39:45,brie_carre,S,supreme,23.65,2.3649999999999998
2015-001864,,0 days 13:46:26,peppr_salami,S,supreme,12.5,1.25
2015-001865,,0 days 14:09:37,bbq_ckn,M,chicken,16.75,1.675
2015-001865,,0 days 14:09:37,spin_pesto,L,veggie,20.75,2.075
2015-001865,,0 days 14:09:37,ckn_alfredo,L,chicken,20.75,2.075
2015-001865,,0 days 14:09:37,prsc_argla,L,supreme,20.75,2.075
2015-001866,,0 days 14:18:56,southw_ckn,S,chicken,12.75,1.2750000000000001
2015-001866,,0 days 14:18:56,spinach_supr,S,supreme,12.5,1.25
2015-001866,,0 days 14:18:56,ital_supr,M,supreme,16.5,1.6500000000000001
2015-001866,,0 days 14:18:56,brie_carre,S,supreme,23.65,2.3649999999999998
2015-001866,,0 days 14:18:56,classic_dlx,M,classic,16.0,1.6
2015-001866,,0 days 14:18:56,soppressata,L,supreme,20.75,2.075
